gene,category
ENSDARG00000113067,angiogenesis
ENSDARG00000102464,angiogenesis
ENSDARG00000104453,angiogenesis
ENSDARG00000010791,angiogenesis
ENSDARG00000020164,angiogenesis
ENSDARG00000105112,angiogenesis
ENSDARG00000111684,angiogenesis
ENSDARG00000007329,angiogenesis
ENSDARG00000031548,angiogenesis
ENSDARG00000059276,angiogenesis
ENSDARG00000101717,angiogenesis
ENSDARG00000054632,angiogenesis
ENSDARG00000017803,angiogenesis
ENSDARG00000103542,angiogenesis
ENSDARG00000100725,angiogenesis
ENSDARG00000027112,angiogenesis
ENSDARG00000103554,angiogenesis
ENSDARG00000041619,angiogenesis
ENSDARG00000004105,angiogenesis
ENSDARG00000028663,angiogenesis
ENSDARG00000019930,angiogenesis
ENSDARG00000005150,angiogenesis
ENSDARG00000042690,angiogenesis
ENSDARG00000116038,angiogenesis
ENSDARG00000113842,angiogenesis
ENSDARG00000030364,angiogenesis
ENSDARG00000042667,angiogenesis
ENSDARG00000113441,angiogenesis
ENSDARG00000036542,angiogenesis
ENSDARG00000012078,angiogenesis
ENSDARG00000002937,angiogenesis
ENSDARG00000010948,angiogenesis
ENSDARG00000018179,angiogenesis
ENSDARG00000077264,angiogenesis
ENSDARG00000098916,angiogenesis
NA,angiogenesis
ENSDARG00000042796,angiogenesis
ENSDARG00000070314,angiogenesis
ENSDARG00000112416,angiogenesis
ENSDARG00000034368,angiogenesis
ENSDARG00000075437,angiogenesis
ENSDARG00000071566,angiogenesis
ENSDARG00000103533,angiogenesis
ENSDARG00000078308,angiogenesis
ENSDARG00000037924,angiogenesis
ENSDARG00000055561,angiogenesis
ENSDARG00000113870,angiogenesis
ENSDARG00000054755,angiogenesis
ENSDARG00000113460,angiogenesis
ENSDARG00000005368,angiogenesis
ENSDARG00000102153,angiogenesis
ENSDARG00000098946,angiogenesis
ENSDARG00000099840,angiogenesis
ENSDARG00000034771,angiogenesis
ENSDARG00000075621,angiogenesis
ENSDARG00000038442,angiogenesis
ENSDARG00000012025,angiogenesis
ENSDARG00000109371,angiogenesis
ENSDARG00000110069,angiogenesis
ENSDARG00000040080,angiogenesis
ENSDARG00000006353,angiogenesis
ENSDARG00000026712,angiogenesis
ENSDARG00000035054,angiogenesis
ENSDARG00000109378,angiogenesis
ENSDARG00000104874,angiogenesis
ENSDARG00000017542,angiogenesis
ENSDARG00000110811,angiogenesis
ENSDARG00000114842,angiogenesis
ENSDARG00000056642,angiogenesis
ENSDARG00000037514,angiogenesis
ENSDARG00000110316,angiogenesis
ENSDARG00000035577,angiogenesis
ENSDARG00000027290,angiogenesis
ENSDARG00000069640,angiogenesis
ENSDARG00000031761,angiogenesis
ENSDARG00000012591,angiogenesis
ENSDARG00000041232,angiogenesis
ENSDARG00000096546,angiogenesis
ENSDARG00000038446,angiogenesis
ENSDARG00000004372,angiogenesis
ENSDARG00000038687,angiogenesis
ENSDARG00000112821,angiogenesis
ENSDARG00000113643,angiogenesis
ENSDARG00000038500,angiogenesis
ENSDARG00000117114,angiogenesis
ENSDARG00000104340,angiogenesis
ENSDARG00000111655,angiogenesis
ENSDARG00000042338,angiogenesis
ENSDARG00000018687,angiogenesis
ENSDARG00000008237,angiogenesis
ENSDARG00000011473,angiogenesis
ENSDARG00000104483,angiogenesis
ENSDARG00000019339,angiogenesis
ENSDARG00000013250,angiogenesis
ENSDARG00000110996,angiogenesis
ENSDARG00000113759,angiogenesis
ENSDARG00000043081,angiogenesis
ENSDARG00000041450,angiogenesis
ENSDARG00000109465,angiogenesis
ENSDARG00000077304,angiogenesis
ENSDARG00000073848,angiogenesis
ENSDARG00000041530,angiogenesis
ENSDARG00000020541,angiogenesis
ENSDARG00000068369,angiogenesis
ENSDARG00000038585,angiogenesis
ENSDARG00000012071,angiogenesis
ENSDARG00000019371,angiogenesis
ENSDARG00000111797,angiogenesis
ENSDARG00000103643,angiogenesis
ENSDARG00000020242,angiogenesis
ENSDARG00000011146,angiogenesis
ENSDARG00000017321,angiogenesis
ENSDARG00000086158,angiogenesis
ENSDARG00000053868,angiogenesis
ENSDARG00000032234,angiogenesis
ENSDARG00000110703,angiogenesis
ENSDARG00000056228,angiogenesis
ENSDARG00000028222,angiogenesis
ENSDARG00000062177,angiogenesis
ENSDARG00000055585,angiogenesis
ENSDARG00000112143,angiogenesis
ENSDARG00000061479,angiogenesis
ENSDARG00000034700,angiogenesis
ENSDARG00000061923,angiogenesis
ENSDARG00000100897,angiogenesis
ENSDARG00000061948,angiogenesis
ENSDARG00000060109,angiogenesis
ENSDARG00000009387,angiogenesis
ENSDARG00000058179,angiogenesis
ENSDARG00000113530,angiogenesis
ENSDARG00000039392,angiogenesis
ENSDARG00000116991,angiogenesis
ENSDARG00000079525,angiogenesis
ENSDARG00000109391,angiogenesis
ENSDARG00000002172,angiogenesis
ENSDARG00000037373,angiogenesis
ENSDARG00000114174,angiogenesis
ENSDARG00000110397,angiogenesis
ENSDARG00000025902,angiogenesis
ENSDARG00000059173,angiogenesis
ENSDARG00000078335,angiogenesis
ENSDARG00000043746,angiogenesis
ENSDARG00000086391,angiogenesis
ENSDARG00000070425,angiogenesis
ENSDARG00000060994,angiogenesis
ENSDARG00000116880,angiogenesis
ENSDARG00000109461,angiogenesis
ENSDARG00000079756,angiogenesis
ENSDARG00000030604,angiogenesis
ENSDARG00000114608,angiogenesis
ENSDARG00000076564,angiogenesis
ENSDARG00000008384,angiogenesis
ENSDARG00000036670,angiogenesis
ENSDARG00000037895,angiogenesis
ENSDARG00000076020,angiogenesis
ENSDARG00000011571,angiogenesis
ENSDARG00000055563,angiogenesis
ENSDARG00000032272,angiogenesis
ENSDARG00000112956,angiogenesis
ENSDARG00000042561,angiogenesis
ENSDARG00000039489,angiogenesis
ENSDARG00000102051,angiogenesis
ENSDARG00000115319,angiogenesis
ENSDARG00000062693,angiogenesis
ENSDARG00000061203,angiogenesis
ENSDARG00000060841,angiogenesis
ENSDARG00000109612,angiogenesis
ENSDARG00000099972,angiogenesis
ENSDARG00000099226,angiogenesis
ENSDARG00000062552,angiogenesis
ENSDARG00000057729,angiogenesis
ENSDARG00000007358,angiogenesis
ENSDARG00000111607,angiogenesis
ENSDARG00000056624,angiogenesis
ENSDARG00000098578,angiogenesis
ENSDARG00000109732,angiogenesis
ENSDARG00000038574,angiogenesis
ENSDARG00000070617,angiogenesis
ENSDARG00000052470,angiogenesis
ENSDARG00000111105,angiogenesis
ENSDARG00000089824,angiogenesis
ENSDARG00000052094,angiogenesis
ENSDARG00000101752,angiogenesis
ENSDARG00000105215,angiogenesis
ENSDARG00000058598,angiogenesis
ENSDARG00000074182,angiogenesis
ENSDARG00000018765,angiogenesis
ENSDARG00000053279,angiogenesis
ENSDARG00000086778,angiogenesis
ENSDARG00000112853,angiogenesis
ENSDARG00000036171,angiogenesis
ENSDARG00000116275,angiogenesis
ENSDARG00000062478,angiogenesis
ENSDARG00000019549,angiogenesis
ENSDARG00000115796,angiogenesis
ENSDARG00000104795,angiogenesis
ENSDARG00000070570,angiogenesis
ENSDARG00000043196,angiogenesis
ENSDARG00000063570,angiogenesis
ENSDARG00000042811,angiogenesis
ENSDARG00000091616,angiogenesis
ENSDARG00000076983,angiogenesis
ENSDARG00000062579,angiogenesis
ENSDARG00000016551,angiogenesis
ENSDARG00000076624,angiogenesis
ENSDARG00000001999,angiogenesis
ENSDARG00000103663,angiogenesis
ENSDARG00000006314,angiogenesis
ENSDARG00000041623,angiogenesis
ENSDARG00000113583,angiogenesis
ENSDARG00000078992,angiogenesis
ENSDARG00000110232,angiogenesis
ENSDARG00000098242,angiogenesis
ENSDARG00000073822,angiogenesis
ENSDARG00000094729,angiogenesis
ENSDARG00000113515,angiogenesis
ENSDARG00000091272,angiogenesis
ENSDARG00000107130,angiogenesis
ENSDARG00000069441,angiogenesis
ENSDARG00000074829,angiogenesis
ENSDARG00000018616,angiogenesis
ENSDARG00000045443,angiogenesis
ENSDARG00000017121,angiogenesis
ENSDARG00000004870,angiogenesis
ENSDARG00000040926,angiogenesis
ENSDARG00000055158,angiogenesis
ENSDARG00000043130,angiogenesis
ENSDARG00000100591,angiogenesis
ENSDARG00000057633,angiogenesis
ENSDARG00000041895,angiogenesis
ENSDARG00000037116,angiogenesis
ENSDARG00000032435,angiogenesis
ENSDARG00000008186,angiogenesis
ENSDARG00000098753,angiogenesis
ENSDARG00000014098,angiogenesis
ENSDARG00000015752,angiogenesis
ENSDARG00000059770,angiogenesis
ENSDARG00000076801,angiogenesis
ENSDARG00000075833,angiogenesis
ENSDARG00000062479,angiogenesis
ENSDARG00000110413,angiogenesis
ENSDARG00000088810,angiogenesis
ENSDARG00000113014,angiogenesis
ENSDARG00000033029,angiogenesis
ENSDARG00000057323,angiogenesis
ENSDARG00000008986,angiogenesis
ENSDARG00000036168,angiogenesis
ENSDARG00000078201,angiogenesis
ENSDARG00000081476,angiogenesis
ENSDARG00000081105,angiogenesis
ENSDARG00000030417,angiogenesis
ENSDARG00000060127,angiogenesis
ENSDARG00000041858,angiogenesis
ENSDARG00000030402,angiogenesis
ENSDARG00000019579,angiogenesis
ENSDARG00000012234,angiogenesis
ENSDARG00000111284,angiogenesis
ENSDARG00000018643,angiogenesis
ENSDARG00000102896,angiogenesis
ENSDARG00000002731,angiogenesis
ENSDARG00000033307,angiogenesis
ENSDARG00000116125,angiogenesis
ENSDARG00000069912,angiogenesis
ENSDARG00000009134,angiogenesis
ENSDARG00000086126,angiogenesis
ENSDARG00000104806,angiogenesis
ENSDARG00000099730,angiogenesis
ENSDARG00000007804,angiogenesis
ENSDARG00000044573,angiogenesis
ENSDARG00000005185,angiogenesis
ENSDARG00000102184,angiogenesis
ENSDARG00000091419,angiogenesis
ENSDARG00000111485,angiogenesis
ENSDARG00000018958,angiogenesis
ENSDARG00000003398,angiogenesis
ENSDARG00000038153,angiogenesis
ENSDARG00000009488,angiogenesis
ENSDARG00000054942,angiogenesis
ENSDARG00000104138,angiogenesis
ENSDARG00000008637,angiogenesis
ENSDARG00000017445,angiogenesis
ENSDARG00000070682,angiogenesis
ENSDARG00000109313,angiogenesis
ENSDARG00000017115,angiogenesis
ENSDARG00000017230,angiogenesis
ENSDARG00000112841,angiogenesis
ENSDARG00000027813,angiogenesis
ENSDARG00000099860,angiogenesis
ENSDARG00000003109,angiogenesis
ENSDARG00000112478,angiogenesis
ENSDARG00000075549,angiogenesis
ENSDARG00000044601,angiogenesis
ENSDARG00000112237,angiogenesis
ENSDARG00000003693,angiogenesis
ENSDARG00000082938,angiogenesis
ENSDARG00000037362,angiogenesis
ENSDARG00000011801,angiogenesis
ENSDARG00000099465,angiogenesis
ENSDARG00000056831,angiogenesis
ENSDARG00000076010,angiogenesis
ENSDARG00000020057,angiogenesis
ENSDARG00000001437,angiogenesis
ENSDARG00000116129,angiogenesis
ENSDARG00000063475,angiogenesis
ENSDARG00000076767,angiogenesis
ENSDARG00000061692,angiogenesis
ENSDARG00000078865,angiogenesis
ENSDARG00000014215,angiogenesis
ENSDARG00000115508,angiogenesis
ENSDARG00000074635,angiogenesis
ENSDARG00000041869,angiogenesis
ENSDARG00000062216,angiogenesis
ENSDARG00000061265,angiogenesis
ENSDARG00000076994,angiogenesis
ENSDARG00000078624,angiogenesis
ENSDARG00000110276,angiogenesis
ENSDARG00000003811,angiogenesis
ENSDARG00000061231,angiogenesis
ENSDARG00000011941,angiogenesis
ENSDARG00000103551,angiogenesis
ENSDARG00000052091,angiogenesis
ENSDARG00000001807,angiogenesis
ENSDARG00000044010,angiogenesis
ENSDARG00000061647,angiogenesis
ENSDARG00000111866,angiogenesis
ENSDARG00000019130,angiogenesis
ENSDARG00000111402,angiogenesis
ENSDARG00000036571,angiogenesis
ENSDARG00000116446,angiogenesis
ENSDARG00000015399,angiogenesis
ENSDARG00000099124,angiogenesis
ENSDARG00000116919,angiogenesis
ENSDARG00000110910,angiogenesis
ENSDARG00000068516,angiogenesis
ENSDARG00000030307,angiogenesis
ENSDARG00000044074,angiogenesis
ENSDARG00000063097,angiogenesis
ENSDARG00000031422,angiogenesis
ENSDARG00000055100,angiogenesis
ENSDARG00000113088,angiogenesis
ENSDARG00000077710,angiogenesis
ENSDARG00000070081,angiogenesis
ENSDARG00000082167,angiogenesis
ENSDARG00000082315,angiogenesis
ENSDARG00000080641,angiogenesis
ENSDARG00000077866,angiogenesis
ENSDARG00000007412,angiogenesis
ENSDARG00000099979,angiogenesis
ENSDARG00000113424,angiogenesis
ENSDARG00000115111,angiogenesis
ENSDARG00000090039,angiogenesis
ENSDARG00000061544,angiogenesis
ENSDARG00000090098,angiogenesis
ENSDARG00000068064,angiogenesis
ENSDARG00000019815,angiogenesis
ENSDARG00000112963,angiogenesis
ENSDARG00000074702,angiogenesis
ENSDARG00000016412,angiogenesis
ENSDARG00000035552,angiogenesis
ENSDARG00000035559,angiogenesis
ENSDARG00000115148,angiogenesis
ENSDARG00000034503,angiogenesis
ENSDARG00000011488,angiogenesis
ENSDARG00000056623,angiogenesis
ENSDARG00000069048,angiogenesis
ENSDARG00000033327,angiogenesis
ENSDARG00000052615,angiogenesis
ENSDARG00000010785,angiogenesis
ENSDARG00000075133,angiogenesis
ENSDARG00000059832,angiogenesis
ENSDARG00000073810,angiogenesis
ENSDARG00000100133,angiogenesis
ENSDARG00000071018,angiogenesis
ENSDARG00000114986,angiogenesis
ENSDARG00000115966,angiogenesis
ENSDARG00000083123,angiogenesis
ENSDARG00000081868,angiogenesis
ENSDARG00000076247,angiogenesis
ENSDARG00000060410,angiogenesis
ENSDARG00000039215,angiogenesis
ENSDARG00000011545,angiogenesis
ENSDARG00000097653,angiogenesis
ENSDARG00000003971,angiogenesis
ENSDARG00000017168,angiogenesis
ENSDARG00000002952,angiogenesis
ENSDARG00000044016,angiogenesis
ENSDARG00000087457,angiogenesis
ENSDARG00000059729,angiogenesis
ENSDARG00000014091,angiogenesis
ENSDARG00000077082,angiogenesis
ENSDARG00000114680,angiogenesis
ENSDARG00000103791,angiogenesis
ENSDARG00000103580,angiogenesis
ENSDARG00000101980,angiogenesis
ENSDARG00000034293,angiogenesis
ENSDARG00000032389,angiogenesis
ENSDARG00000104538,angiogenesis
ENSDARG00000015015,angiogenesis
ENSDARG00000099336,angiogenesis
ENSDARG00000026178,angiogenesis
ENSDARG00000075949,angiogenesis
ENSDARG00000007774,angiogenesis
ENSDARG00000006181,angiogenesis
ENSDARG00000092716,angiogenesis
ENSDARG00000080833,angiogenesis
ENSDARG00000011257,angiogenesis
ENSDARG00000059327,angiogenesis
ENSDARG00000038695,angiogenesis
ENSDARG00000055655,angiogenesis
ENSDARG00000110817,angiogenesis
ENSDARG00000002720,angiogenesis
ENSDARG00000014159,angiogenesis
ENSDARG00000115030,angiogenesis
ENSDARG00000071679,angiogenesis
ENSDARG00000004939,angiogenesis
ENSDARG00000008029,angiogenesis
ENSDARG00000053358,angiogenesis
ENSDARG00000110677,angiogenesis
ENSDARG00000033956,angiogenesis
ENSDARG00000082454,angiogenesis
ENSDARG00000054968,angiogenesis
ENSDARG00000105521,angiogenesis
ENSDARG00000037883,angiogenesis
ENSDARG00000063634,angiogenesis
ENSDARG00000112827,angiogenesis
ENSDARG00000069763,angiogenesis
ENSDARG00000113729,angiogenesis
ENSDARG00000112509,angiogenesis
ENSDARG00000017665,angiogenesis
ENSDARG00000103320,angiogenesis
ENSDARG00000043332,angiogenesis
ENSDARG00000114720,angiogenesis
ENSDARG00000026726,angiogenesis
ENSDARG00000100095,angiogenesis
ENSDARG00000045958,angiogenesis
ENSDARG00000104359,angiogenesis
ENSDARG00000098481,angiogenesis
ENSDARG00000034559,angiogenesis
ENSDARG00000077039,angiogenesis
ENSDARG00000056525,angiogenesis
ENSDARG00000092809,angiogenesis
ENSDARG00000045748,angiogenesis
ENSDARG00000111479,angiogenesis
ENSDARG00000076484,angiogenesis
ENSDARG00000089871,angiogenesis
ENSDARG00000095743,angiogenesis
ENSDARG00000041332,angiogenesis
ENSDARG00000007955,angiogenesis
ENSDARG00000056656,angiogenesis
ENSDARG00000054137,angiogenesis
ENSDARG00000061600,angiogenesis
ENSDARG00000079860,angiogenesis
ENSDARG00000055781,angiogenesis
ENSDARG00000074589,angiogenesis
ENSDARG00000074740,angiogenesis
ENSDARG00000071863,angiogenesis
ENSDARG00000013050,angiogenesis
ENSDARG00000035563,histone
ENSDARG00000112912,histone
ENSDARG00000062267,histone
ENSDARG00000030213,histone
ENSDARG00000086458,histone
ENSDARG00000008966,histone
ENSDARG00000056642,histone
ENSDARG00000008278,histone
ENSDARG00000087573,histone
ENSDARG00000006878,histone
ENSDARG00000058696,histone
ENSDARG00000075139,histone
ENSDARG00000079939,histone
ENSDARG00000060438,histone
ENSDARG00000053864,histone
ENSDARG00000004502,histone
ENSDARG00000008384,histone
ENSDARG00000021378,histone
ENSDARG00000098349,histone
ENSDARG00000098410,histone
ENSDARG00000031434,histone
ENSDARG00000011445,histone
NA,histone
ENSDARG00000073850,histone
ENSDARG00000019614,histone
ENSDARG00000033707,histone
ENSDARG00000114251,histone
ENSDARG00000025808,histone
ENSDARG00000101216,histone
ENSDARG00000056318,histone
ENSDARG00000113311,histone
ENSDARG00000104734,histone
ENSDARG00000029556,histone
ENSDARG00000100666,histone
ENSDARG00000114434,histone
ENSDARG00000075284,histone
ENSDARG00000090895,histone
ENSDARG00000061108,histone
ENSDARG00000104609,histone
ENSDARG00000115679,histone
ENSDARG00000112452,histone
ENSDARG00000104148,histone
ENSDARG00000088238,histone
ENSDARG00000053389,histone
ENSDARG00000011703,histone
ENSDARG00000018907,histone
ENSDARG00000031770,histone
ENSDARG00000103578,histone
ENSDARG00000004587,histone
ENSDARG00000034916,histone
ENSDARG00000045951,histone
ENSDARG00000035330,histone
ENSDARG00000041708,histone
ENSDARG00000112879,histone
ENSDARG00000062634,histone
ENSDARG00000069538,histone
ENSDARG00000112982,histone
ENSDARG00000061185,histone
ENSDARG00000070371,histone
ENSDARG00000116877,histone
ENSDARG00000027187,histone
ENSDARG00000111825,histone
ENSDARG00000110821,histone
ENSDARG00000015427,histone
ENSDARG00000011488,histone
ENSDARG00000037514,histone
ENSDARG00000110316,histone
ENSDARG00000003021,histone
ENSDARG00000060679,histone
ENSDARG00000060983,histone
ENSDARG00000010415,histone
ENSDARG00000077769,histone
ENSDARG00000101422,histone
ENSDARG00000079605,histone
ENSDARG00000116785,histone
ENSDARG00000103409,histone
ENSDARG00000027825,histone
ENSDARG00000116858,histone
ENSDARG00000024109,histone
ENSDARG00000074836,histone
ENSDARG00000055639,histone
ENSDARG00000115705,histone
ENSDARG00000002591,histone
ENSDARG00000017427,histone
ENSDARG00000025071,histone
ENSDARG00000028894,histone
ENSDARG00000110790,histone
ENSDARG00000045874,histone
ENSDARG00000038737,histone
ENSDARG00000111662,histone
ENSDARG00000116554,histone
ENSDARG00000068641,histone
ENSDARG00000002750,histone
ENSDARG00000055999,histone
ENSDARG00000078767,histone
ENSDARG00000003017,histone
ENSDARG00000026035,histone
ENSDARG00000098466,histone
ENSDARG00000041072,histone
ENSDARG00000029058,histone
ENSDARG00000015208,histone
ENSDARG00000013031,histone
ENSDARG00000071413,histone
ENSDARG00000001447,histone
ENSDARG00000007198,histone
ENSDARG00000060645,histone
ENSDARG00000054903,histone
ENSDARG00000113436,histone
ENSDARG00000029331,histone
ENSDARG00000070046,histone
ENSDARG00000039684,histone
ENSDARG00000062893,histone
ENSDARG00000116729,histone
ENSDARG00000035819,histone
ENSDARG00000068064,histone
ENSDARG00000061992,histone
ENSDARG00000102896,histone
ENSDARG00000018111,histone
ENSDARG00000018691,histone
ENSDARG00000018559,histone
ENSDARG00000059653,histone
ENSDARG00000103362,histone
ENSDARG00000046010,histone
ENSDARG00000111445,histone
ENSDARG00000036359,histone
ENSDARG00000067838,histone
ENSDARG00000019103,histone
ENSDARG00000099675,histone
ENSDARG00000006584,histone
ENSDARG00000061504,histone
ENSDARG00000111347,histone
ENSDARG00000114179,histone
ENSDARG00000018782,histone
ENSDARG00000007485,histone
ENSDARG00000060054,histone
ENSDARG00000101579,histone
ENSDARG00000045877,histone
ENSDARG00000057093,histone
ENSDARG00000111539,histone
ENSDARG00000003098,histone
ENSDARG00000006124,histone
ENSDARG00000104567,histone
ENSDARG00000009280,histone
ENSDARG00000055151,histone
ENSDARG00000005629,histone
ENSDARG00000091253,histone
ENSDARG00000058050,histone
ENSDARG00000045371,histone
ENSDARG00000030716,histone
ENSDARG00000042236,histone
ENSDARG00000116878,histone
ENSDARG00000112921,histone
ENSDARG00000077361,histone
ENSDARG00000004189,histone
ENSDARG00000110945,histone
ENSDARG00000035147,histone
ENSDARG00000044938,histone
ENSDARG00000025718,histone
ENSDARG00000111907,histone
ENSDARG00000068175,histone
ENSDARG00000101996,histone
ENSDARG00000034326,histone
ENSDARG00000054442,histone
ENSDARG00000104907,histone
ENSDARG00000043271,histone
ENSDARG00000002339,histone
ENSDARG00000111007,histone
ENSDARG00000099213,histone
ENSDARG00000056679,histone
ENSDARG00000104408,histone
ENSDARG00000057249,histone
ENSDARG00000114501,histone
ENSDARG00000078050,histone
ENSDARG00000061187,histone
ENSDARG00000092158,histone
ENSDARG00000056079,histone
ENSDARG00000116037,histone
ENSDARG00000078576,histone
ENSDARG00000019116,histone
ENSDARG00000005590,histone
ENSDARG00000003860,histone
ENSDARG00000022413,histone
ENSDARG00000071652,histone
ENSDARG00000071051,histone
ENSDARG00000098771,histone
ENSDARG00000114315,histone
ENSDARG00000110903,histone
ENSDARG00000087327,histone
ENSDARG00000057439,histone
ENSDARG00000003769,histone
ENSDARG00000031562,histone
ENSDARG00000115183,histone
ENSDARG00000089456,histone
ENSDARG00000058127,histone
ENSDARG00000004537,histone
ENSDARG00000062268,histone
ENSDARG00000062962,histone
ENSDARG00000015990,histone
ENSDARG00000111404,histone
ENSDARG00000012519,histone
ENSDARG00000060697,histone
ENSDARG00000071272,histone
ENSDARG00000056683,histone
ENSDARG00000034256,histone
ENSDARG00000092290,histone
ENSDARG00000102832,histone
ENSDARG00000114866,histone
ENSDARG00000070828,histone
ENSDARG00000115348,histone
ENSDARG00000042087,histone
ENSDARG00000041155,histone
ENSDARG00000111981,histone
ENSDARG00000111898,histone
ENSDARG00000034107,histone
ENSDARG00000100623,histone
ENSDARG00000100965,histone
ENSDARG00000022254,histone
ENSDARG00000018698,histone
ENSDARG00000069681,histone
ENSDARG00000071007,histone
ENSDARG00000114273,histone
ENSDARG00000113711,histone
ENSDARG00000052388,histone
ENSDARG00000055753,histone
ENSDARG00000005382,histone
ENSDARG00000110150,histone
ENSDARG00000026634,histone
ENSDARG00000116921,histone
ENSDARG00000040584,histone
ENSDARG00000114813,histone
ENSDARG00000022399,histone
ENSDARG00000038858,histone
ENSDARG00000026799,histone
ENSDARG00000102144,histone
ENSDARG00000012051,histone
ENSDARG00000041243,histone
ENSDARG00000060016,histone
ENSDARG00000070981,histone
ENSDARG00000060705,histone
ENSDARG00000102325,histone
ENSDARG00000037894,histone
ENSDARG00000105231,histone
ENSDARG00000099021,histone
ENSDARG00000010571,histone
ENSDARG00000062244,histone
ENSDARG00000076451,histone
ENSDARG00000026225,histone
ENSDARG00000110659,histone
ENSDARG00000112882,histone
ENSDARG00000068157,histone
ENSDARG00000062765,histone
ENSDARG00000052122,histone
ENSDARG00000001754,histone
ENSDARG00000116544,histone
ENSDARG00000056695,histone
ENSDARG00000110253,histone
ENSDARG00000014329,histone
ENSDARG00000003920,histone
ENSDARG00000023330,histone
ENSDARG00000031495,histone
ENSDARG00000004046,histone
ENSDARG00000115639,histone
ENSDARG00000068640,histone
ENSDARG00000008904,histone
ENSDARG00000115738,histone
ENSDARG00000112483,histone
ENSDARG00000021113,histone
ENSDARG00000110479,histone
ENSDARG00000006487,histone
ENSDARG00000070560,histone
ENSDARG00000113907,histone
ENSDARG00000033889,histone
ENSDARG00000115786,histone
ENSDARG00000005015,histone
ENSDARG00000006524,histone
ENSDARG00000077226,histone
ENSDARG00000101813,histone
ENSDARG00000037397,histone
ENSDARG00000116441,histone
ENSDARG00000101037,histone
ENSDARG00000013224,histone
ENSDARG00000002971,histone
ENSDARG00000017397,histone
ENSDARG00000025983,histone
ENSDARG00000070477,histone
ENSDARG00000044949,histone
ENSDARG00000016903,histone
ENSDARG00000054804,histone
ENSDARG00000117089,histone
ENSDARG00000007971,histone
ENSDARG00000016994,histone
ENSDARG00000045401,histone
ENSDARG00000071294,histone
ENSDARG00000116200,histone
ENSDARG00000068868,histone
ENSDARG00000103594,histone
ENSDARG00000005058,histone
ENSDARG00000105083,histone
ENSDARG00000098919,histone
ENSDARG00000037675,histone
ENSDARG00000045519,histone
ENSDARG00000061458,histone
ENSDARG00000053963,histone
ENSDARG00000034773,histone
ENSDARG00000111405,histone
ENSDARG00000079167,histone
ENSDARG00000079000,histone
ENSDARG00000063535,histone
ENSDARG00000008032,histone
ENSDARG00000101766,histone
ENSDARG00000012949,histone
ENSDARG00000074346,histone
ENSDARG00000025789,histone
ENSDARG00000111791,histone
ENSDARG00000079312,histone
ENSDARG00000000729,histone
ENSDARG00000034693,histone
ENSDARG00000071410,histone
ENSDARG00000116198,histone
ENSDARG00000025309,histone
ENSDARG00000103787,histone
ENSDARG00000005236,histone
ENSDARG00000060354,histone
ENSDARG00000070432,histone
ENSDARG00000077946,histone
ENSDARG00000110907,histone
ENSDARG00000075560,histone
ENSDARG00000075543,histone
ENSDARG00000111419,histone
ENSDARG00000021405,histone
ENSDARG00000075211,histone
ENSDARG00000060633,histone
ENSDARG00000060687,histone
ENSDARG00000078904,histone
ENSDARG00000017244,histone
ENSDARG00000070108,histone
ENSDARG00000102810,histone
ENSDARG00000043713,histone
ENSDARG00000017266,histone
ENSDARG00000076532,histone
ENSDARG00000076391,histone
ENSDARG00000039208,histone
ENSDARG00000114134,histone
ENSDARG00000109830,histone
ENSDARG00000044915,histone
ENSDARG00000057114,histone
ENSDARG00000112823,histone
ENSDARG00000103765,histone
ENSDARG00000099080,histone
ENSDARG00000056784,histone
ENSDARG00000104311,histone
ENSDARG00000110119,histone
ENSDARG00000098801,histone
ENSDARG00000060537,histone
ENSDARG00000079062,histone
ENSDARG00000071669,histone
ENSDARG00000075461,histone
ENSDARG00000041081,histone
ENSDARG00000115965,histone
ENSDARG00000104114,histone
ENSDARG00000113019,histone
ENSDARG00000110995,histone
ENSDARG00000016513,histone
ENSDARG00000060030,histone
ENSDARG00000114727,histone
ENSDARG00000109734,histone
ENSDARG00000036592,histone
ENSDARG00000060847,histone
ENSDARG00000111265,histone
ENSDARG00000077244,histone
ENSDARG00000093799,histone
ENSDARG00000031756,histone
ENSDARG00000029764,histone
ENSDARG00000040237,histone
ENSDARG00000073737,histone
ENSDARG00000116918,histone
ENSDARG00000093170,histone
ENSDARG00000006253,histone
ENSDARG00000018047,histone
ENSDARG00000021288,histone
ENSDARG00000116534,histone
ENSDARG00000051955,histone
ENSDARG00000006235,histone
ENSDARG00000009418,histone
ENSDARG00000077870,histone
ENSDARG00000098141,histone
ENSDARG00000090223,histone
ENSDARG00000038909,histone
ENSDARG00000039430,histone
ENSDARG00000074734,histone
ENSDARG00000010246,histone
ENSDARG00000051902,histone
ENSDARG00000116251,histone
ENSDARG00000113277,histone
ENSDARG00000078324,histone
ENSDARG00000042527,histone
ENSDARG00000042147,histone
ENSDARG00000060392,histone
ENSDARG00000102512,histone
ENSDARG00000019530,histone
ENSDARG00000109464,histone
ENSDARG00000056929,histone
ENSDARG00000102578,histone
ENSDARG00000022280,histone
ENSDARG00000100129,histone
ENSDARG00000006527,histone
ENSDARG00000102802,histone
ENSDARG00000017143,histone
ENSDARG00000008380,histone
ENSDARG00000006754,histone
ENSDARG00000018742,histone
ENSDARG00000114902,histone
ENSDARG00000112854,histone
