gene,category
ENSDARG00000060534,endoplasmic_reticulum
ENSDARG00000054420,endoplasmic_reticulum
ENSDARG00000113640,endoplasmic_reticulum
ENSDARG00000097236,endoplasmic_reticulum
ENSDARG00000014113,endoplasmic_reticulum
ENSDARG00000115471,endoplasmic_reticulum
ENSDARG00000113629,endoplasmic_reticulum
ENSDARG00000087473,endoplasmic_reticulum
ENSDARG00000057531,endoplasmic_reticulum
ENSDARG00000112574,endoplasmic_reticulum
ENSDARG00000036337,endoplasmic_reticulum
ENSDARG00000067613,endoplasmic_reticulum
ENSDARG00000111375,endoplasmic_reticulum
ENSDARG00000018619,endoplasmic_reticulum
ENSDARG00000074258,endoplasmic_reticulum
ENSDARG00000078541,endoplasmic_reticulum
ENSDARG00000088584,endoplasmic_reticulum
ENSDARG00000071331,endoplasmic_reticulum
ENSDARG00000003706,endoplasmic_reticulum
ENSDARG00000023797,endoplasmic_reticulum
ENSDARG00000011422,endoplasmic_reticulum
ENSDARG00000025220,endoplasmic_reticulum
ENSDARG00000037278,endoplasmic_reticulum
ENSDARG00000112503,endoplasmic_reticulum
ENSDARG00000096594,endoplasmic_reticulum
ENSDARG00000104660,endoplasmic_reticulum
ENSDARG00000077652,endoplasmic_reticulum
ENSDARG00000070932,endoplasmic_reticulum
ENSDARG00000021838,endoplasmic_reticulum
ENSDARG00000036291,endoplasmic_reticulum
ENSDARG00000036299,endoplasmic_reticulum
ENSDARG00000112218,endoplasmic_reticulum
ENSDARG00000045416,endoplasmic_reticulum
ENSDARG00000061951,endoplasmic_reticulum
ENSDARG00000054833,endoplasmic_reticulum
ENSDARG00000097660,endoplasmic_reticulum
ENSDARG00000019941,endoplasmic_reticulum
ENSDARG00000007359,endoplasmic_reticulum
ENSDARG00000016769,endoplasmic_reticulum
ENSDARG00000038743,endoplasmic_reticulum
ENSDARG00000114286,endoplasmic_reticulum
ENSDARG00000004173,endoplasmic_reticulum
ENSDARG00000002792,endoplasmic_reticulum
ENSDARG00000000779,endoplasmic_reticulum
ENSDARG00000003175,endoplasmic_reticulum
ENSDARG00000003641,endoplasmic_reticulum
ENSDARG00000115188,endoplasmic_reticulum
ENSDARG00000056557,endoplasmic_reticulum
ENSDARG00000116045,endoplasmic_reticulum
ENSDARG00000018738,endoplasmic_reticulum
ENSDARG00000038308,endoplasmic_reticulum
ENSDARG00000031214,endoplasmic_reticulum
ENSDARG00000030957,endoplasmic_reticulum
ENSDARG00000109994,endoplasmic_reticulum
ENSDARG00000024933,endoplasmic_reticulum
ENSDARG00000034885,endoplasmic_reticulum
ENSDARG00000113480,endoplasmic_reticulum
ENSDARG00000054433,endoplasmic_reticulum
ENSDARG00000116553,endoplasmic_reticulum
ENSDARG00000025033,endoplasmic_reticulum
ENSDARG00000112598,endoplasmic_reticulum
ENSDARG00000111785,endoplasmic_reticulum
ENSDARG00000115577,endoplasmic_reticulum
ENSDARG00000067981,endoplasmic_reticulum
ENSDARG00000100631,endoplasmic_reticulum
ENSDARG00000018562,endoplasmic_reticulum
ENSDARG00000044584,endoplasmic_reticulum
ENSDARG00000039726,endoplasmic_reticulum
ENSDARG00000113918,endoplasmic_reticulum
ENSDARG00000005547,endoplasmic_reticulum
ENSDARG00000054807,endoplasmic_reticulum
ENSDARG00000110540,endoplasmic_reticulum
ENSDARG00000109318,endoplasmic_reticulum
ENSDARG00000026654,endoplasmic_reticulum
ENSDARG00000113785,endoplasmic_reticulum
ENSDARG00000113670,endoplasmic_reticulum
ENSDARG00000088933,endoplasmic_reticulum
ENSDARG00000089821,endoplasmic_reticulum
ENSDARG00000078381,endoplasmic_reticulum
ENSDARG00000006786,endoplasmic_reticulum
ENSDARG00000112084,endoplasmic_reticulum
ENSDARG00000017844,endoplasmic_reticulum
ENSDARG00000012747,endoplasmic_reticulum
ENSDARG00000029885,endoplasmic_reticulum
ENSDARG00000111593,endoplasmic_reticulum
ENSDARG00000052851,endoplasmic_reticulum
ENSDARG00000109334,endoplasmic_reticulum
ENSDARG00000031343,endoplasmic_reticulum
ENSDARG00000034522,endoplasmic_reticulum
ENSDARG00000044225,endoplasmic_reticulum
ENSDARG00000114483,endoplasmic_reticulum
ENSDARG00000062521,endoplasmic_reticulum
ENSDARG00000054264,endoplasmic_reticulum
ENSDARG00000036943,endoplasmic_reticulum
ENSDARG00000055763,endoplasmic_reticulum
ENSDARG00000061372,endoplasmic_reticulum
ENSDARG00000057719,endoplasmic_reticulum
ENSDARG00000113378,endoplasmic_reticulum
ENSDARG00000113487,endoplasmic_reticulum
ENSDARG00000004270,endoplasmic_reticulum
ENSDARG00000060481,endoplasmic_reticulum
ENSDARG00000060177,endoplasmic_reticulum
ENSDARG00000076804,endoplasmic_reticulum
ENSDARG00000021033,endoplasmic_reticulum
ENSDARG00000018593,endoplasmic_reticulum
ENSDARG00000111939,endoplasmic_reticulum
ENSDARG00000008542,endoplasmic_reticulum
ENSDARG00000012656,endoplasmic_reticulum
ENSDARG00000058475,endoplasmic_reticulum
ENSDARG00000110646,endoplasmic_reticulum
ENSDARG00000059789,endoplasmic_reticulum
ENSDARG00000070473,endoplasmic_reticulum
ENSDARG00000060835,endoplasmic_reticulum
ENSDARG00000013694,endoplasmic_reticulum
ENSDARG00000112099,endoplasmic_reticulum
ENSDARG00000063197,endoplasmic_reticulum
ENSDARG00000093945,endoplasmic_reticulum
ENSDARG00000113532,endoplasmic_reticulum
ENSDARG00000043857,endoplasmic_reticulum
ENSDARG00000070686,endoplasmic_reticulum
ENSDARG00000062139,endoplasmic_reticulum
ENSDARG00000116642,endoplasmic_reticulum
ENSDARG00000074262,endoplasmic_reticulum
ENSDARG00000007315,endoplasmic_reticulum
ENSDARG00000039697,endoplasmic_reticulum
ENSDARG00000114087,endoplasmic_reticulum
ENSDARG00000077531,endoplasmic_reticulum
ENSDARG00000044356,endoplasmic_reticulum
ENSDARG00000113627,endoplasmic_reticulum
ENSDARG00000059836,endoplasmic_reticulum
ENSDARG00000069282,endoplasmic_reticulum
ENSDARG00000036831,endoplasmic_reticulum
ENSDARG00000111636,endoplasmic_reticulum
ENSDARG00000013830,endoplasmic_reticulum
ENSDARG00000114103,endoplasmic_reticulum
ENSDARG00000033251,endoplasmic_reticulum
ENSDARG00000012981,endoplasmic_reticulum
ENSDARG00000112388,endoplasmic_reticulum
ENSDARG00000053804,endoplasmic_reticulum
ENSDARG00000022772,endoplasmic_reticulum
ENSDARG00000116482,endoplasmic_reticulum
ENSDARG00000004634,endoplasmic_reticulum
ENSDARG00000105147,endoplasmic_reticulum
ENSDARG00000110409,endoplasmic_reticulum
ENSDARG00000040482,endoplasmic_reticulum
ENSDARG00000053487,endoplasmic_reticulum
ENSDARG00000112548,endoplasmic_reticulum
ENSDARG00000063730,endoplasmic_reticulum
ENSDARG00000026024,endoplasmic_reticulum
ENSDARG00000020953,endoplasmic_reticulum
ENSDARG00000110048,endoplasmic_reticulum
ENSDARG00000004726,endoplasmic_reticulum
ENSDARG00000057577,endoplasmic_reticulum
ENSDARG00000015567,brain_development
ENSDARG00000005774,brain_development
ENSDARG00000025641,brain_development
ENSDARG00000059073,brain_development
ENSDARG00000111184,brain_development
ENSDARG00000115937,brain_development
ENSDARG00000004870,brain_development
ENSDARG00000006120,brain_development
ENSDARG00000116135,brain_development
ENSDARG00000068567,brain_development
ENSDARG00000111447,brain_development
ENSDARG00000018693,brain_development
ENSDARG00000117201,brain_development
ENSDARG00000013057,brain_development
ENSDARG00000095896,brain_development
ENSDARG00000044774,brain_development
ENSDARG00000042032,brain_development
ENSDARG00000076262,brain_development
ENSDARG00000112713,brain_development
ENSDARG00000009823,brain_development
ENSDARG00000112302,brain_development
ENSDARG00000101628,brain_development
ENSDARG00000006206,brain_development
ENSDARG00000020417,brain_development
ENSDARG00000039701,brain_development
ENSDARG00000003399,brain_development
ENSDARG00000070220,brain_development
ENSDARG00000012788,brain_development
ENSDARG00000077811,brain_development
ENSDARG00000095743,brain_development
ENSDARG00000014986,brain_development
ENSDARG00000058008,brain_development
ENSDARG00000114971,brain_development
ENSDARG00000054879,brain_development
ENSDARG00000015025,brain_development
ENSDARG00000000472,brain_development
ENSDARG00000110222,brain_development
ENSDARG00000052150,brain_development
ENSDARG00000015540,brain_development
ENSDARG00000054030,brain_development
ENSDARG00000113174,brain_development
ENSDARG00000018817,brain_development
ENSDARG00000019717,brain_development
ENSDARG00000100494,brain_development
ENSDARG00000013615,brain_development
ENSDARG00000110194,brain_development
ENSDARG00000014891,brain_development
ENSDARG00000103697,brain_development
ENSDARG00000002791,brain_development
ENSDARG00000020708,brain_development
ENSDARG00000002795,brain_development
ENSDARG00000030364,brain_development
ENSDARG00000035563,brain_development
ENSDARG00000112912,brain_development
ENSDARG00000041959,brain_development
ENSDARG00000021225,brain_development
ENSDARG00000067626,brain_development
ENSDARG00000057633,brain_development
ENSDARG00000009922,brain_development
ENSDARG00000012078,brain_development
ENSDARG00000098240,brain_development
ENSDARG00000002937,brain_development
ENSDARG00000015427,brain_development
ENSDARG00000006272,brain_development
ENSDARG00000037433,brain_development
ENSDARG00000004015,brain_development
ENSDARG00000043976,brain_development
ENSDARG00000109757,brain_development
ENSDARG00000101209,brain_development
ENSDARG00000036279,brain_development
ENSDARG00000052377,brain_development
ENSDARG00000099458,brain_development
ENSDARG00000042796,brain_development
ENSDARG00000056196,brain_development
ENSDARG00000020493,brain_development
ENSDARG00000068755,brain_development
ENSDARG00000008803,brain_development
ENSDARG00000102415,brain_development
ENSDARG00000117110,brain_development
ENSDARG00000026875,brain_development
ENSDARG00000006497,brain_development
ENSDARG00000076966,brain_development
ENSDARG00000035557,brain_development
ENSDARG00000110690,brain_development
ENSDARG00000021143,brain_development
ENSDARG00000060257,brain_development
ENSDARG00000027740,brain_development
ENSDARG00000043531,brain_development
ENSDARG00000011665,brain_development
ENSDARG00000025581,brain_development
ENSDARG00000115128,brain_development
ENSDARG00000117015,brain_development
ENSDARG00000010160,brain_development
ENSDARG00000009953,brain_development
ENSDARG00000102184,brain_development
ENSDARG00000101244,brain_development
NA,brain_development
ENSDARG00000044754,brain_development
ENSDARG00000116186,brain_development
ENSDARG00000056214,brain_development
ENSDARG00000112890,brain_development
ENSDARG00000055510,brain_development
ENSDARG00000098663,brain_development
ENSDARG00000021242,brain_development
ENSDARG00000058702,brain_development
ENSDARG00000021916,brain_development
ENSDARG00000114230,brain_development
ENSDARG00000039569,brain_development
ENSDARG00000013079,brain_development
ENSDARG00000089262,brain_development
ENSDARG00000052702,brain_development
ENSDARG00000033501,brain_development
ENSDARG00000075666,brain_development
ENSDARG00000105498,brain_development
ENSDARG00000114324,brain_development
ENSDARG00000018124,brain_development
ENSDARG00000041581,brain_development
ENSDARG00000112408,brain_development
ENSDARG00000111018,brain_development
ENSDARG00000008133,brain_development
ENSDARG00000111418,brain_development
ENSDARG00000042041,brain_development
ENSDARG00000070573,brain_development
ENSDARG00000069737,brain_development
ENSDARG00000032963,brain_development
ENSDARG00000022939,brain_development
ENSDARG00000096454,brain_development
ENSDARG00000007406,brain_development
ENSDARG00000070686,brain_development
ENSDARG00000031095,brain_development
ENSDARG00000113588,brain_development
ENSDARG00000100588,brain_development
ENSDARG00000005456,brain_development
ENSDARG00000116933,brain_development
ENSDARG00000110223,brain_development
ENSDARG00000074466,brain_development
ENSDARG00000011564,brain_development
ENSDARG00000115611,brain_development
ENSDARG00000026611,brain_development
ENSDARG00000016494,brain_development
ENSDARG00000021895,brain_development
ENSDARG00000055276,brain_development
ENSDARG00000007786,brain_development
ENSDARG00000045087,brain_development
ENSDARG00000013295,brain_development
ENSDARG00000005945,brain_development
ENSDARG00000098344,brain_development
ENSDARG00000078671,brain_development
ENSDARG00000039512,brain_development
ENSDARG00000116700,brain_development
ENSDARG00000113914,brain_development
ENSDARG00000102452,brain_development
ENSDARG00000009640,brain_development
ENSDARG00000044601,brain_development
ENSDARG00000112237,brain_development
ENSDARG00000014690,brain_development
ENSDARG00000045893,brain_development
ENSDARG00000012887,brain_development
ENSDARG00000010941,brain_development
ENSDARG00000010655,brain_development
ENSDARG00000071011,brain_development
ENSDARG00000098749,brain_development
ENSDARG00000004049,brain_development
ENSDARG00000039601,brain_development
ENSDARG00000061195,brain_development
ENSDARG00000104442,brain_development
ENSDARG00000058342,brain_development
ENSDARG00000074899,brain_development
ENSDARG00000076889,brain_development
ENSDARG00000006396,brain_development
ENSDARG00000104665,brain_development
ENSDARG00000090890,brain_development
ENSDARG00000068983,brain_development
ENSDARG00000076052,brain_development
ENSDARG00000116380,brain_development
ENSDARG00000075813,brain_development
ENSDARG00000078041,brain_development
ENSDARG00000044083,brain_development
ENSDARG00000112797,brain_development
ENSDARG00000087897,brain_development
ENSDARG00000078736,brain_development
ENSDARG00000113566,brain_development
ENSDARG00000015240,brain_development
ENSDARG00000068401,brain_development
ENSDARG00000112952,brain_development
ENSDARG00000079122,brain_development
ENSDARG00000109756,brain_development
ENSDARG00000102624,brain_development
ENSDARG00000062187,brain_development
ENSDARG00000112389,brain_development
ENSDARG00000015990,brain_development
ENSDARG00000111404,brain_development
ENSDARG00000098334,brain_development
ENSDARG00000074661,brain_development
ENSDARG00000063197,brain_development
ENSDARG00000063663,brain_development
ENSDARG00000078733,brain_development
ENSDARG00000045880,brain_development
ENSDARG00000063153,brain_development
ENSDARG00000006584,brain_development
ENSDARG00000036116,brain_development
ENSDARG00000042791,brain_development
ENSDARG00000111846,brain_development
ENSDARG00000075543,brain_development
ENSDARG00000111419,brain_development
ENSDARG00000077544,brain_development
ENSDARG00000037916,brain_development
ENSDARG00000039489,brain_development
ENSDARG00000059794,brain_development
ENSDARG00000061759,brain_development
ENSDARG00000102277,brain_development
ENSDARG00000098272,brain_development
ENSDARG00000101131,brain_development
ENSDARG00000098161,brain_development
ENSDARG00000109387,brain_development
ENSDARG00000036105,brain_development
ENSDARG00000058732,brain_development
ENSDARG00000115991,brain_development
ENSDARG00000068976,brain_development
ENSDARG00000110782,brain_development
ENSDARG00000115035,brain_development
ENSDARG00000112296,brain_development
ENSDARG00000115901,brain_development
ENSDARG00000032584,brain_development
ENSDARG00000104347,brain_development
ENSDARG00000061352,brain_development
ENSDARG00000060106,brain_development
ENSDARG00000040557,brain_development
ENSDARG00000113276,brain_development
ENSDARG00000077531,brain_development
ENSDARG00000078106,brain_development
ENSDARG00000117019,brain_development
ENSDARG00000115715,brain_development
ENSDARG00000063190,brain_development
ENSDARG00000110714,brain_development
ENSDARG00000060002,brain_development
ENSDARG00000037378,brain_development
ENSDARG00000115067,brain_development
ENSDARG00000115308,brain_development
ENSDARG00000031222,brain_development
ENSDARG00000075454,brain_development
ENSDARG00000061915,brain_development
ENSDARG00000061052,brain_development
ENSDARG00000044357,brain_development
ENSDARG00000109696,brain_development
ENSDARG00000053650,brain_development
ENSDARG00000110408,brain_development
ENSDARG00000113373,brain_development
ENSDARG00000074469,brain_development
ENSDARG00000027749,brain_development
ENSDARG00000115688,brain_development
ENSDARG00000044769,brain_development
ENSDARG00000112000,brain_development
ENSDARG00000054610,brain_development
ENSDARG00000111327,brain_development
ENSDARG00000070570,brain_development
ENSDARG00000040085,brain_development
ENSDARG00000078222,brain_development
ENSDARG00000063570,brain_development
ENSDARG00000011851,brain_development
ENSDARG00000069968,brain_development
ENSDARG00000083365,brain_development
ENSDARG00000061974,brain_development
ENSDARG00000061099,brain_development
ENSDARG00000109524,brain_development
ENSDARG00000079620,brain_development
ENSDARG00000098639,brain_development
ENSDARG00000062447,brain_development
ENSDARG00000112760,brain_development
ENSDARG00000088805,brain_development
ENSDARG00000096249,brain_development
ENSDARG00000067801,brain_development
ENSDARG00000054562,brain_development
ENSDARG00000074761,brain_development
ENSDARG00000060688,brain_development
ENSDARG00000097706,brain_development
ENSDARG00000006911,brain_development
ENSDARG00000045219,brain_development
ENSDARG00000112504,brain_development
ENSDARG00000002952,brain_development
ENSDARG00000056130,brain_development
ENSDARG00000035095,brain_development
ENSDARG00000038867,brain_development
ENSDARG00000057936,brain_development
ENSDARG00000052893,brain_development
ENSDARG00000038159,brain_development
ENSDARG00000103379,brain_development
ENSDARG00000056292,brain_development
ENSDARG00000109766,brain_development
ENSDARG00000060734,brain_development
ENSDARG00000102964,brain_development
ENSDARG00000070677,brain_development
ENSDARG00000054454,brain_development
ENSDARG00000019835,brain_development
ENSDARG00000016951,brain_development
ENSDARG00000013853,brain_development
ENSDARG00000111873,brain_development
ENSDARG00000113473,brain_development
ENSDARG00000039041,brain_development
ENSDARG00000099175,brain_development
ENSDARG00000033307,brain_development
ENSDARG00000116125,brain_development
ENSDARG00000037116,brain_development
ENSDARG00000102153,brain_development
ENSDARG00000025302,brain_development
ENSDARG00000070913,brain_development
ENSDARG00000002587,brain_development
ENSDARG00000032083,brain_development
ENSDARG00000109782,brain_development
ENSDARG00000103953,brain_development
ENSDARG00000116469,brain_development
ENSDARG00000109815,brain_development
ENSDARG00000058256,brain_development
ENSDARG00000111676,brain_development
ENSDARG00000042233,brain_development
ENSDARG00000110602,brain_development
ENSDARG00000015966,brain_development
ENSDARG00000055752,brain_development
ENSDARG00000071872,brain_development
ENSDARG00000076495,brain_development
ENSDARG00000010791,brain_development
ENSDARG00000004232,brain_development
ENSDARG00000038868,brain_development
ENSDARG00000026599,brain_development
ENSDARG00000115233,brain_development
ENSDARG00000028148,brain_development
ENSDARG00000030703,brain_development
ENSDARG00000011235,brain_development
ENSDARG00000089042,brain_development
ENSDARG00000101540,brain_development
ENSDARG00000007369,brain_development
ENSDARG00000015554,brain_development
ENSDARG00000018111,brain_development
ENSDARG00000038429,brain_development
ENSDARG00000058115,brain_development
ENSDARG00000016022,brain_development
ENSDARG00000018559,brain_development
ENSDARG00000002510,brain_development
ENSDARG00000023152,brain_development
ENSDARG00000111497,brain_development
ENSDARG00000035330,brain_development
ENSDARG00000028793,brain_development
ENSDARG00000052846,brain_development
ENSDARG00000113185,brain_development
